"","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60"
"1939",5959.54,5630.39,5323.87,5037.47,4768.85,4515.92,4277.13,4051.27,3837.38,3634.72,3442.67,3260.68,3088.25,2924.9,2770.17,2623.62,2484.82,2353.35,2228.84,2110.92,1999.24,1893.5,1792.68,1697.97,1608.28,1523.34,1442.9,1366.71,1294.55,1226.19,1161.44,1100.11,1042.01,986.983,934.867,885.507,838.757,794.482,752.548,712.834,672.51,637.158,603.664,571.931,541.866,513.381,486.394,460.825,436.601,413.65,391.905,371.303,351.785,333.292,315.772,299.172,283.445,268.545,254.428,241.054,4344.51
"1940",6072.98,5646.26,5334.4,5043.99,4772.64,4518.13,4278.46,4052.16,3838.1,3635.39,3443.36,3261.39,3088.98,2925.64,2770.9,2624.33,2485.5,2354.01,2229.47,2111.52,1999.8,1894.01,1793.83,1698.32,1608.6,1523.63,1443.16,1366.95,1294.77,1226.41,1161.65,1100.31,1042.2,987.164,935.034,885.661,838.898,794.61,752.665,712.939,675.315,637.113,603.622,571.891,541.828,513.345,486.36,460.793,436.57,413.621,391.877,371.277,351.76,333.269,315.75,299.151,283.426,268.526,254.411,241.037,4344.21
"1941",6101.45,5753.73,5349.41,5053.94,4778.8,4521.69,4280.48,4053.27,3838.7,3635.75,3443.63,3261.68,3089.31,2926.02,2771.32,2624.76,2485.94,2354.44,2229.89,2111.92,2000.19,1894.37,1794.16,1699.26,1608.79,1523.8,1443.31,1367.08,1294.89,1226.52,1161.76,1100.42,1042.31,987.263,935.126,885.744,838.974,794.677,752.723,712.989,675.357,639.716,603.529,571.803,541.744,513.266,486.285,460.722,436.503,413.557,391.817,371.22,351.706,333.217,315.701,299.105,283.382,268.485,254.371,241,4343.54
"1942",6134.5,5780.71,5451.22,5068.16,4788.22,4527.51,4283.81,4055.09,3839.61,3636.15,3443.77,3261.74,3089.39,2926.15,2771.51,2625.01,2486.21,2354.73,2230.18,2112.22,2000.48,1894.64,1794.41,1699.49,1609.6,1523.9,1443.4,1367.16,1294.95,1226.57,1161.81,1100.46,1042.36,987.315,935.175,885.789,839.013,794.71,752.75,713.01,675.372,639.726,605.966,571.687,541.635,513.163,486.187,460.629,436.415,413.474,391.738,371.145,351.635,333.15,315.637,299.045,283.325,268.431,254.32,240.951,4342.67
"1943",6170.57,5812.03,5476.75,5164.59,4801.66,4536.38,4289.21,4058.03,3841,3636.57,3443.66,3261.37,3088.97,2925.79,2771.24,2624.83,2486.11,2354.68,2230.17,2112.23,2000.51,1894.68,1794.45,1699.53,1609.62,1524.49,1443.33,1367.08,1294.87,1226.49,1161.72,1100.38,1042.28,987.25,935.116,885.733,838.958,794.655,752.695,712.953,675.314,639.666,605.904,573.929,541.463,513,486.032,460.483,436.276,413.342,391.614,371.028,351.524,333.045,315.537,298.95,283.235,268.346,254.24,240.875,4341.29
"1944",6202.64,5846.2,5505.57,5187.96,4892.15,4547.67,4294.33,4056.63,3833.59,3624.71,3429.21,3246.12,3074.21,2912.15,2758.89,2613.68,2475.99,2345.42,2221.63,2104.29,1993.1,1887.75,1787.96,1693.42,1603.88,1519.06,1438.74,1362.16,1290.21,1222.08,1157.54,1096.42,1038.54,983.708,931.771,882.57,835.963,791.819,750.006,710.404,672.896,637.372,603.728,571.863,541.685,511.043,484.179,458.727,434.613,411.766,390.121,369.613,350.184,331.775,314.335,297.811,282.155,267.323,253.271,239.957,4324.75
"1945",6233.26,5876.58,5537.33,5214.67,4913.65,4632.31,4302.64,4056.79,3824.96,3608.27,3407.4,3221.7,3049.55,2888.79,2737.47,2594.25,2458.35,2329.31,2206.81,2090.56,1980.3,1875.78,1776.75,1682.9,1593.98,1509.74,1429.94,1354.36,1282.29,1214.58,1150.45,1089.71,1032.18,977.691,926.081,877.19,830.874,787,745.443,706.081,668.8,633.49,600.047,568.373,538.375,509.964,481.117,455.827,431.865,409.163,387.655,367.277,347.97,329.678,312.348,295.929,280.372,265.634,251.67,238.44,4297.42
"1946",6255.5,5905.59,5563.94,5242.66,4936.73,4648.96,4374.29,4048.28,3799.65,3567.43,3355.29,3164,2991.23,2833.14,2686.03,2547.32,2415.58,2290.14,2170.7,2057.07,1949.08,1846.57,1749.36,1657.19,1569.8,1486.97,1408.47,1334.09,1263.63,1196.42,1133.28,1073.47,1016.81,963.143,912.312,864.162,818.547,775.334,734.398,695.622,658.894,624.106,591.158,559.951,530.396,502.403,475.891,448.972,425.372,403.012,381.827,361.756,342.739,324.723,307.653,291.481,276.158,261.641,247.887,234.857,4232.83
"1947",6309.76,5926.66,5593.29,5269.68,4965.17,4674.04,4397.37,4130.15,3813.76,3572.07,3348.81,3147.46,2967.85,2806.64,2659.41,2522.29,2392.78,2269.57,2152.1,2040.12,1933.51,1832.14,1735.91,1644.62,1558.04,1475.93,1398.09,1324.32,1254.41,1188.17,1125,1065.64,1009.4,956.133,905.675,857.881,812.608,769.718,729.084,690.592,654.131,619.594,586.883,555.9,526.556,498.763,472.44,447.51,422.196,400.004,378.977,359.056,340.182,322.3,305.358,289.306,274.098,259.689,246.038,233.105,4201.26
"1948",6406.52,5978.07,5614.12,5298.31,4991.65,4702.46,4424.47,4158.6,3901.22,3598.36,3367.67,3156,2966.15,2797.34,2645.98,2507.69,2378.8,2256.94,2140.93,2030.25,1924.71,1824.2,1728.63,1637.89,1551.79,1470.12,1392.67,1319.24,1249.64,1183.68,1121.19,1061.58,1005.57,952.51,902.248,854.636,809.537,766.817,726.345,688.002,651.679,617.273,584.683,553.815,524.579,496.888,470.661,445.822,422.296,398.409,377.467,357.625,338.826,321.016,304.141,288.153,273.006,258.655,245.058,232.176,4184.53
"1949",6558.09,6069.74,5662.6,5317.83,5018.55,4727.17,4450.54,4182.59,3925.53,3677.6,3388.86,3170.16,2970.8,2792.64,2634.41,2492.49,2362.7,2241.6,2127.02,2017.85,1913.65,1814.26,1719.6,1629.57,1544.07,1462.94,1385.97,1312.98,1243.77,1178.16,1115.98,1057.07,1000.88,948.077,898.054,850.668,805.781,763.262,722.985,684.827,648.677,614.432,581.993,551.266,522.163,494.597,468.489,443.762,420.342,398.161,375.639,355.894,337.187,319.462,302.669,286.759,271.685,257.404,243.873,231.053,4164.29
"1950",6779.73,6213.35,5749.04,5363.39,5036.64,4751.98,4472.41,4204.25,3943.55,3694.6,3456.9,3183.57,2977.97,2791.42,2624.95,2477.04,2344.22,2222.6,2109,2001.41,1898.84,1800.91,1707.48,1618.47,1533.79,1453.36,1377.03,1304.61,1235.93,1170.79,1109.05,1050.53,995.081,942.191,892.488,845.402,800.797,758.544,718.52,680.605,644.686,610.656,578.418,547.881,518.956,491.559,465.609,441.032,417.754,395.707,374.826,353.624,335.036,317.425,300.74,284.931,269.953,255.763,242.318,229.58,4137.75
"1951",7063.76,6423.33,5884.14,5444.39,5078.87,4767.58,4492.4,4218.06,3953.34,3697.94,3457.71,3232.22,2976.44,2785.35,2612.3,2457.76,2320.24,2196.52,2083.05,1976.92,1876.3,1780.33,1688.66,1601.18,1517.8,1438.46,1363.09,1291.54,1223.65,1159.25,1098.17,1040.27,985.396,933.398,883.794,837.177,793.014,751.177,711.545,674.003,638.44,604.747,572.827,542.587,513.942,486.81,461.11,436.769,413.714,391.878,371.197,351.609,331.721,314.284,297.764,282.112,267.283,253.233,239.921,227.31,4096.83
"1952",7361.78,6692.44,6082.56,5571.92,5155.15,4806.83,4505.54,4233.74,3961.41,3700.85,3453.87,3225.98,3015.34,2778.03,2601.34,2441.17,2297.88,2170.09,2054.94,1949.17,1850.13,1756.18,1666.53,1580.86,1499.07,1421.08,1346.87,1276.34,1209.38,1145.84,1085.55,1028.38,974.176,922.796,874.11,827.663,784.013,742.659,703.482,666.369,631.213,597.909,566.357,536.464,508.145,481.319,455.909,431.842,409.045,387.454,367.005,347.636,329.292,310.666,294.337,278.865,264.207,250.319,237.16,224.694,4049.69
"1953",7534.39,6974.79,6335.78,5758.31,5274.35,4876.48,4536.91,4234.93,3958.81,3686.31,3432.08,3197.82,2986.44,2793.42,2576.04,2414.35,2267.34,2135.42,2017.49,1911,1813.04,1721.22,1634.08,1550.87,1471.3,1395.29,1322.8,1253.79,1188.19,1125.9,1066.78,1010.68,957.47,907.018,859.193,813.873,770.636,729.999,691.5,655.026,620.473,587.741,556.732,527.355,499.522,473.154,448.176,424.517,402.107,380.881,360.776,341.735,323.701,306.62,289.277,274.071,259.665,246.016,233.084,220.832,3980.1
"1954",7470.47,7138.33,6604.35,5999.21,5452,4991.21,4607.04,4272.95,3973.03,3700.58,3437.05,3196.11,2977.67,2782.31,2604.34,2403.28,2253.66,2117.31,1994.73,1884.99,1785.78,1694.46,1608.85,1527.55,1449.88,1375.58,1304.58,1236.85,1172.36,1111.06,1052.83,997.568,945.126,895.38,848.21,803.493,761.117,720.687,682.689,646.687,612.579,580.267,549.658,520.66,493.187,467.158,442.499,419.14,397.014,376.056,356.205,337.404,319.596,302.73,286.756,270.536,256.316,242.843,230.078,217.984,3928.79
"1955",7101.37,7077.76,6757.42,6251.83,5678.35,5156.53,4709.26,4327.13,3990.56,3690.92,3424.99,3175.42,2952.4,2752.74,2574.83,2412.49,2228.01,2090.55,1964.94,1851.79,1750.32,1658.53,1574,1494.69,1419.32,1347.28,1278.33,1212.43,1149.54,1089.65,1032.7,978.617,927.269,878.539,832.312,788.476,746.917,707.531,669.953,634.634,601.17,569.466,539.43,510.976,484.021,458.482,434.286,411.363,389.648,369.079,349.596,331.143,313.664,297.11,281.431,266.581,251.502,238.283,225.758,213.891,3855.02
"1956",6494.28,6728.07,6701.27,6397.88,5918.67,5372.55,4869.49,4431.23,4053.41,3722.58,3432.92,3181.09,2948.96,2743.52,2560.1,2396.49,2246.8,2075.97,1948.58,1831.97,1726.79,1632.43,1547.04,1468.36,1394.5,1324.28,1257.13,1192.86,1131.41,1072.76,1016.9,963.775,913.314,865.406,819.939,776.804,735.897,697.115,660.36,625.29,592.329,561.098,531.508,503.476,476.92,451.762,427.926,405.343,383.948,363.681,344.483,326.299,309.075,292.761,277.31,262.676,248.816,234.742,222.404,210.713,3797.77
"1957",5860.88,6152.89,6367.57,6342.08,6054.08,5595.24,5063.25,4562.65,4121.95,3745.15,3423.1,3149.55,2917.99,2707.73,2522.46,2356.76,2208.38,2072.03,1915.58,1798.78,1691.64,1594.92,1508.11,1429.49,1356.98,1288.88,1224.09,1162.12,1102.77,1046.02,991.842,940.226,891.135,844.499,800.218,758.188,718.312,680.494,644.639,610.656,578.23,547.753,518.875,491.514,465.593,441.036,417.772,395.731,374.847,355.063,336.321,318.567,301.752,285.824,270.738,256.449,242.916,230.098,217.084,205.673,3706.95
"1958",5337.31,5552.78,5824.04,6027.13,6002.25,5724.9,5276.79,4751.12,4254.45,3821.06,3457.4,3153.85,2901.37,2690.35,2499.4,2330.91,2179.7,2043.83,1918.59,1774.36,1666.61,1567.69,1478.35,1398.11,1325.39,1258.29,1195.24,1135.24,1077.82,1022.83,970.227,920.005,872.15,826.632,783.386,742.32,703.341,666.357,631.28,598.022,566.5,536.422,508.151,481.362,455.981,431.935,409.155,387.573,367.126,347.752,329.398,312.011,295.541,279.941,265.165,251.169,237.913,225.358,213.467,201.393,3629.83
"1959",5002.16,5056.74,5257.01,5513.74,5705.45,5678.14,5404.23,4961.41,4444.88,3961.79,3546.55,3203.99,2922.33,2690.21,2496.84,2321.61,2166.62,2027.14,1901.52,1785.51,1651.63,1551.6,1459.74,1376.72,1302.13,1234.5,1172.08,1113.41,1057.56,1004.11,952.911,903.926,857.154,812.582,770.184,729.9,691.645,655.333,620.877,588.198,557.213,527.844,499.821,473.479,448.52,424.872,402.467,381.241,361.132,342.08,324.029,306.927,290.726,275.38,260.844,247.076,234.035,221.684,209.985,198.905,3569.88
"1960",4922.53,4739.21,4788.86,4978.47,5221.3,5400.74,5368.18,5097.31,4665.94,4168.82,3708.59,3316.84,2996.25,2733.94,2518.13,2338.32,2175.1,2030.51,1900.23,1782.78,1674.22,1548.84,1455.17,1369.11,1291.33,1221.42,1158.03,1099.51,1044.5,992.131,942.005,893.982,848.037,804.165,762.355,722.583,684.793,648.906,614.839,582.515,551.857,522.787,495.234,468.943,444.229,420.812,398.625,377.605,357.691,338.824,320.949,304.013,287.968,272.768,258.37,244.732,231.814,219.579,207.99,197.015,3535.99
"1961",5126.27,4663.77,4486.46,4533.39,4712.38,4938.64,5096.45,5043.65,4762.99,4337.8,3861.72,3429.5,3066.81,2772.45,2532.28,2334.59,2169.53,2019.26,1885.85,1765.4,1656.66,1556.07,1439.79,1352.9,1273.03,1200.81,1135.89,1077,1022.63,971.5,922.824,876.223,831.573,788.85,748.052,709.169,672.179,637.031,603.651,571.965,541.898,513.379,486.338,460.708,436.251,413.261,391.478,370.838,351.283,332.758,315.207,298.578,282.822,267.895,253.755,240.361,227.674,215.656,204.274,193.493,3472.81
"1962",5387.05,4856.79,4413.56,4245.67,4289.42,4454.21,4652.66,4771.75,4685.85,4393.36,3980.83,3535.32,3139.03,2810.02,2543.93,2326.65,2147.33,1997.15,1859.95,1737.83,1627.36,1527.53,1435.13,1328.15,1248.19,1174.65,1108.13,1048.3,994.024,943.896,896.746,851.848,808.858,767.661,728.239,690.588,654.702,620.562,588.119,557.308,528.058,500.302,473.976,449.012,425.351,402.772,381.548,361.437,342.381,324.328,307.224,291.02,275.668,261.121,247.34,234.285,221.918,210.205,199.11,188.601,3385.01
